league,season,team,player,nation,position,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g_a,performance_g_pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg_xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g_a,per_90_minutes_g_pk,per_90_minutes_g_a_pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg_xag,per_90_minutes_npxg,per_90_minutes_npxg_xag,stat_type,nation_possession,position_possession,age_possession,born_possession,90s,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take_ons_att,take-ons_succ,take_ons_succ_pct,take_ons_tkld,take_ons_tkld_pct,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,stat_type_possession,nation_playing_time,position_playing_time,age_playing_time,born_playing_time,playing_time_mp_playing_time,playing_time_min_playing_time,playing_time_mn/mp,playing_time_min_pct,playing_time_90s_playing_time,starts_starts,starts_mn/start,starts_compl,subs_subs,subs_mn/sub,subs_unsub,team_success_ppm,team_success_ong,team_success_onga,team_success__/_,team_success__/_90,team_success_on_off,team_success_xg_onxg,team_success_xg_onxga,team_success_xg_xg_/_,team_success_xg_xg_/_90,team_success_xg_on_off,stat_type_playing_time,nation_keeper,position_keeper,age_keeper,born_keeper,playing_time_mp_keeper,playing_time_starts_keeper,playing_time_min_keeper,playing_time_90s_keeper,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save_pct,performance_w,performance_d,performance_l,performance_cs,performance_cs_pct,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save_pct,stat_type_keeper,nation_defense,position_defense,age_defense,born_defense,90s_defense,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl_pct,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,int,tkl+int,clr,err,stat_type_defense,nation_passing,position_passing,age_passing,born_passing,90s_passing,total_cmp,total_att,total_cmp_pct,total_totdist,total_prgdist,short_cmp,short_att,short_cmp_pct,medium_cmp,medium_att,medium_cmp_pct,long_cmp,long_att,long_cmp_pct,ast,xag,expected_xa,expected_a_xag,kp,1/3,ppa,crspa,prgp,stat_type_passing,nation_goal_shot_creation,position_goal_shot_creation,age_goal_shot_creation,born_goal_shot_creation,90s_goal_shot_creation,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,stat_type_goal_shot_creation,nation_passing_types,position_passing_types,age_passing_types,born_passing_types,90s_passing_types,att,pass_types_live,pass_types_dead,pass_types_fk,pass_types_tb,pass_types_sw,pass_types_crs,pass_types_ti,pass_types_ck,corner_kicks_in,corner_kicks_out,corner_kicks_str,outcomes_cmp,outcomes_off,outcomes_blocks,stat_type_passing_types,nation_keeper_adv,position_keeper_adv,age_keeper_adv,born_keeper_adv,90s_keeper_adv,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg/sot,expected_psxg_/_,expected_/90,launched_cmp,launched_att,launched_cmp_pct,passes_att_gk,passes_thr,passes_launch_pct,passes_avglen,goal_kicks_att,goal_kicks_launch_pct,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp_pct,sweeper_#opa,sweeper_#opa/90,sweeper_avgdist,stat_type_keeper_adv,nation_shooting,position_shooting,age_shooting,born_shooting,90s_shooting,standard_gls,standard_sh,standard_sot,standard_sot_pct,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_xg_shooting,expected_npxg_shooting,expected_npxg/sh,expected_g_xg,expected_np:g_xg,stat_type_shooting,nation_misc,position_misc,age_misc,born_misc,90s_misc,performance_crdy_misc,performance_crdr_misc,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won_pct,stat_type_misc
ENG-Premier League,2025-26,Arsenal,Jurriën Timber,NED,DF,24-075,2001.0,2,1,83,0.9,2,1,3,2,0,0,1,0,0.7,0.7,0.1,0.9,0,5,4,2.17,1.08,3.25,2.17,3.25,0.8,0.14,0.94,0.8,0.94,standard,NED,DF,24-075,2001.0,0.9,70,4,15,35,21,3,70,5,0,0.0,5,100.0,33,105,16,0,0,0,1,2,42,4,possession,NED,DF,24-075,2001.0,2,83.0,42.0,46.1,0.9,1,63.0,0,1,20.0,0,3.0,4.0,0.0,4.0,4.34,2.48,2.0,0.8,1.2,1.29,0.26,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,NED,DF,24-075,2001.0,0.9,6,2,3,1,2,4,4,100.0,0,0,0,0,2,8,1,0,defense,NED,DF,24-075,2001.0,0.9,41,50,82.0,681,177,17,18,94.4,22,27,81.5,2,4,50.0,1,0.1,0.1,0.9,2,4,3,0,5,passing,NED,DF,24-075,2001.0,0.9,3,3.25,2,0,0,1,0,0,1,1.08,1,0,0,0,0,0,goal_shot_creation,NED,DF,24-075,2001.0,0.9,50,40,10,0,2,1,0,10,0,0,0,0,41,0,0,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,NED,DF,24-075,2001.0,0.9,2,3,2,66.7,3.25,2.17,0.67,1.0,4.8,0,0,0,0.7,0.7,0.27,1.3,1.3,shooting,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
ENG-Premier League,2023-24,Arsenal,Jurriën Timber,NED,DF,22.0,2001.0,2,1,71,0.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,NED,DF,22.0,2001.0,0.8,79,0,11,51,17,1,79,1,1,100.0,0,0.0,61,249,121,0,3,0,0,1,61,5,possession,NED,DF,22.0,2001.0,2,71.0,36.0,2.1,0.8,1,49.0,0,1,22.0,0,3.0,3.0,0.0,3.0,3.8,2.22,1.9,0.3,1.6,2.0,0.74,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,NED,DF,22.0,2001.0,0.8,2,2,1,1,0,0,0,0.0,0,1,0,1,0,2,1,0,defense,NED,DF,22.0,2001.0,0.8,66,74,89.2,982,221,35,36,97.2,30,33,90.9,1,2,50.0,0,0.0,0.0,0.0,0,11,0,0,8,passing,NED,DF,22.0,2001.0,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,NED,DF,22.0,2001.0,0.8,74,67,7,1,0,1,1,6,0,0,0,0,66,0,2,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,NED,DF,22.0,2001.0,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,NED,DF,22.0,2001.0,0.8,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,50.0,misc
ENG-Premier League,2024-25,Arsenal,Jurriën Timber,NED,DF,23.0,2001.0,30,27,2417,26.9,1,3,4,1,0,0,7,0,1.2,1.2,0.8,2.1,57,146,104,0.04,0.11,0.15,0.04,0.15,0.05,0.03,0.08,0.05,0.08,standard,NED,DF,23.0,2001.0,26.9,1661,51,304,859,505,66,1661,53,24,45.3,24,45.3,890,3916,2076,57,27,11,33,24,1052,104,possession,NED,DF,23.0,2001.0,30,2417.0,81.0,70.7,26.9,27,87.0,18,3,25.0,2,2.0,52.0,21.0,31.0,1.15,0.8,42.3,21.3,21.0,0.78,0.38,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,NED,DF,23.0,2001.0,26.9,58,38,17,30,11,18,27,66.7,9,19,4,15,22,80,44,1,defense,NED,DF,23.0,2001.0,26.9,1194,1395,85.6,17327,4642,674,741,91.0,472,549,86.0,27,51,52.9,3,0.8,1.3,2.2,17,107,17,2,146,passing,NED,DF,23.0,2001.0,26.9,52,1.94,46,1,3,0,1,1,9,0.34,8,0,1,0,0,0,goal_shot_creation,NED,DF,23.0,2001.0,26.9,1395,1188,204,22,2,1,28,182,0,0,0,0,1194,3,25,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,NED,DF,23.0,2001.0,26.9,1,14,4,28.6,0.52,0.15,0.07,0.25,14.1,0,0,0,1.2,1.2,0.09,-0.2,-0.2,shooting,NED,DF,23.0,2001.0,26.9,7.0,0.0,0.0,31.0,29.0,6.0,28.0,22.0,38.0,0.0,0.0,0.0,94.0,22.0,20.0,52.4,misc
ENG-Premier League,2024-25,Arsenal,Kieran Tierney,SCO,"DF,FW",27.0,1997.0,13,2,259,2.9,1,0,1,1,0,0,0,0,0.4,0.4,1.4,1.7,8,15,29,0.35,0.0,0.35,0.35,0.35,0.12,0.48,0.6,0.12,0.6,standard,SCO,"DF,FW",27.0,1997.0,2.9,199,8,36,72,91,6,199,4,2,50.0,1,25.0,108,447,253,8,6,1,3,0,143,29,possession,SCO,"DF,FW",27.0,1997.0,13,259.0,20.0,7.6,2.9,2,62.0,0,11,12.0,13,2.08,3.0,1.0,2.0,0.69,-0.24,4.8,2.6,2.1,0.75,0.08,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,SCO,"DF,FW",27.0,1997.0,2.9,7,5,4,1,2,4,6,66.7,2,0,0,0,3,10,9,0,defense,SCO,"DF,FW",27.0,1997.0,2.9,145,173,83.8,2325,699,69,73,94.5,65,78,83.3,8,15,53.3,0,1.4,0.7,-1.4,8,13,5,2,15,passing,SCO,"DF,FW",27.0,1997.0,2.9,10,3.47,9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,SCO,"DF,FW",27.0,1997.0,2.9,173,155,18,4,1,0,14,14,0,0,0,0,145,0,2,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,SCO,"DF,FW",27.0,1997.0,2.9,1,2,1,50.0,0.69,0.35,0.5,1.0,4.1,0,0,0,0.4,0.4,0.18,0.6,0.6,shooting,SCO,"DF,FW",27.0,1997.0,2.9,0.0,0.0,0.0,1.0,2.0,2.0,14.0,3.0,5.0,0.0,0.0,0.0,6.0,5.0,5.0,50.0,misc
ENG-Premier League,2025-26,Arsenal,Myles Lewis-Skelly,ENG,DF,18-339,2006.0,2,0,46,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ENG,DF,18-339,2006.0,0.5,30,2,11,18,3,0,30,2,2,100.0,0,0.0,14,83,57,1,2,0,0,0,20,2,possession,ENG,DF,18-339,2006.0,2,46.0,23.0,25.6,0.5,0,0.0,0,2,23.0,0,3.0,1.0,0.0,1.0,1.96,-1.4,1.1,0.6,0.4,0.85,-0.41,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ENG,DF,18-339,2006.0,0.5,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,1,0,defense,ENG,DF,18-339,2006.0,0.5,24,26,92.3,385,51,11,11,100.0,13,14,92.9,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ENG,DF,18-339,2006.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ENG,DF,18-339,2006.0,0.5,26,22,4,1,0,0,0,3,0,0,0,0,24,0,1,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ENG,DF,18-339,2006.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
ENG-Premier League,2024-25,Arsenal,Myles Lewis-Skelly,ENG,DF,17.0,2006.0,23,15,1369,15.2,1,0,1,1,0,0,3,2,0.2,0.2,0.4,0.6,37,71,37,0.07,0.0,0.07,0.07,0.07,0.01,0.03,0.04,0.01,0.04,standard,ENG,DF,17.0,2006.0,15.2,905,28,178,476,265,17,905,28,12,42.9,9,32.1,526,2692,1663,37,26,7,13,9,616,37,possession,ENG,DF,17.0,2006.0,23,1369.0,60.0,40.0,15.2,15,80.0,7,8,20.0,9,1.96,26.0,16.0,10.0,0.66,-0.44,21.8,15.9,6.0,0.39,-0.47,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ENG,DF,17.0,2006.0,15.2,22,14,10,9,3,10,11,90.9,1,4,1,3,7,29,27,0,defense,ENG,DF,17.0,2006.0,15.2,708,776,91.2,10525,2307,394,410,96.1,291,317,91.8,14,24,58.3,0,0.4,0.5,-0.4,8,66,10,2,71,passing,ENG,DF,17.0,2006.0,15.2,29,1.91,21,0,1,1,6,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ENG,DF,17.0,2006.0,15.2,776,660,111,17,3,2,10,94,0,0,0,0,708,5,2,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ENG,DF,17.0,2006.0,15.2,1,3,1,33.3,0.2,0.07,0.33,1.0,14.7,0,0,0,0.2,0.2,0.05,0.8,0.8,shooting,ENG,DF,17.0,2006.0,15.2,3.0,2.0,0.0,11.0,47.0,0.0,10.0,7.0,14.0,0.0,1.0,0.0,53.0,11.0,10.0,52.4,misc
ENG-Premier League,2023-24,Arsenal,Oleksandr Zinchenko,UKR,DF,26.0,1996.0,27,20,1722,19.1,1,2,3,1,0,0,2,0,0.6,0.6,2.5,3.1,40,229,58,0.05,0.1,0.16,0.05,0.16,0.03,0.13,0.16,0.03,0.16,standard,UKR,DF,26.0,1996.0,19.1,1729,46,335,885,519,28,1729,14,7,50.0,5,35.7,1013,4792,2334,40,28,7,10,15,1178,58,possession,UKR,DF,26.0,1996.0,27,1722.0,64.0,50.4,19.1,20,79.0,7,7,21.0,5,2.26,38.0,15.0,23.0,1.2,-0.87,38.5,12.1,26.4,1.38,0.22,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,UKR,DF,26.0,1996.0,19.1,50,30,19,24,7,35,52,67.3,17,18,3,15,20,70,26,2,defense,UKR,DF,26.0,1996.0,19.1,1374,1568,87.6,23132,6928,653,706,92.5,601,667,90.1,95,134,70.9,2,2.5,2.9,-0.5,29,154,49,4,229,passing,UKR,DF,26.0,1996.0,19.1,67,3.5,64,1,1,1,0,0,6,0.31,5,1,0,0,0,0,goal_shot_creation,UKR,DF,26.0,1996.0,19.1,1568,1395,165,46,11,5,30,119,0,0,0,0,1374,8,14,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,UKR,DF,26.0,1996.0,19.1,1,17,3,17.6,0.89,0.16,0.06,0.33,24.0,0,0,0,0.6,0.6,0.03,0.4,0.4,shooting,UKR,DF,26.0,1996.0,19.1,2.0,0.0,0.0,7.0,9.0,1.0,30.0,20.0,30.0,0.0,0.0,0.0,104.0,27.0,16.0,62.8,misc
ENG-Premier League,2024-25,Arsenal,Oleksandr Zinchenko,UKR,"DF,MF",27.0,1996.0,15,5,527,5.9,0,1,1,0,0,0,1,0,0.6,0.6,0.2,0.8,10,48,14,0.0,0.17,0.17,0.0,0.17,0.11,0.03,0.14,0.11,0.14,standard,UKR,"DF,MF",27.0,1996.0,5.9,499,16,86,233,181,20,499,5,3,60.0,1,20.0,281,1348,573,10,8,3,3,4,348,14,possession,UKR,"DF,MF",27.0,1996.0,15,527.0,35.0,15.4,5.9,5,72.0,1,10,17.0,16,1.87,9.0,1.0,8.0,1.37,0.53,8.7,3.1,5.6,0.95,0.33,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,UKR,"DF,MF",27.0,1996.0,5.9,6,1,1,3,2,3,8,37.5,5,8,1,7,5,11,10,0,defense,UKR,"DF,MF",27.0,1996.0,5.9,382,451,84.7,6080,1345,204,220,92.7,154,175,88.0,17,37,45.9,1,0.2,0.5,0.8,3,30,11,3,48,passing,UKR,"DF,MF",27.0,1996.0,5.9,22,3.76,17,1,1,2,1,0,2,0.34,2,0,0,0,0,0,goal_shot_creation,UKR,"DF,MF",27.0,1996.0,5.9,451,399,49,14,2,3,13,33,1,0,0,0,382,3,3,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,UKR,"DF,MF",27.0,1996.0,5.9,0,10,0,0.0,1.71,0.0,0.0,0.0,19.6,1,0,0,0.6,0.6,0.07,-0.6,-0.6,shooting,UKR,"DF,MF",27.0,1996.0,5.9,1.0,0.0,0.0,8.0,3.0,1.0,13.0,5.0,1.0,0.0,0.0,0.0,19.0,12.0,11.0,52.2,misc
ENG-Premier League,2025-26,Arsenal,Riccardo Calafiori,ITA,DF,23-104,2002.0,2,2,134,1.5,1,2,3,1,0,0,1,0,1.3,1.3,0.5,1.8,2,4,7,0.67,1.34,2.01,0.67,2.01,0.87,0.31,1.18,0.87,1.18,standard,ITA,DF,23-104,2002.0,1.5,78,4,15,39,25,7,78,3,2,66.7,0,0.0,32,188,118,2,2,0,1,0,38,7,possession,ITA,DF,23-104,2002.0,2,134.0,67.0,74.4,1.5,2,67.0,0,0,0.0,0,3.0,5.0,0.0,5.0,3.36,1.4,2.9,1.0,1.9,1.25,0.41,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ITA,DF,23-104,2002.0,1.5,1,1,0,0,1,0,2,0.0,2,2,1,1,0,1,3,0,defense,ITA,DF,23-104,2002.0,1.5,53,65,81.5,922,287,22,22,100.0,26,33,78.8,5,8,62.5,2,0.5,0.0,1.5,2,4,0,0,4,passing,ITA,DF,23-104,2002.0,1.5,5,3.36,2,0,1,1,0,1,3,2.01,1,0,0,1,0,1,goal_shot_creation,ITA,DF,23-104,2002.0,1.5,65,47,18,1,0,0,4,17,0,0,0,0,53,0,1,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ITA,DF,23-104,2002.0,1.5,1,4,1,25.0,2.69,0.67,0.25,1.0,11.1,0,0,0,1.3,1.3,0.32,-0.3,-0.3,shooting,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
ENG-Premier League,2024-25,Arsenal,Riccardo Calafiori,ITA,DF,22.0,2002.0,19,11,983,10.9,2,1,3,2,0,0,4,0,0.9,0.9,0.3,1.1,22,54,29,0.18,0.09,0.27,0.18,0.27,0.08,0.03,0.11,0.08,0.11,standard,ITA,DF,22.0,2002.0,10.9,653,30,164,264,229,30,653,13,9,69.2,3,23.1,308,1655,889,22,15,3,12,5,394,29,possession,ITA,DF,22.0,2002.0,19,983.0,52.0,28.7,10.9,11,72.0,3,8,25.0,3,2.05,27.0,12.0,15.0,1.37,0.63,20.6,10.4,10.2,0.93,0.37,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ITA,DF,22.0,2002.0,10.9,27,19,15,10,2,18,29,62.1,11,12,6,6,9,36,25,0,defense,ITA,DF,22.0,2002.0,10.9,470,549,85.6,6903,1705,280,306,91.5,163,188,86.7,19,28,67.9,1,0.3,0.7,0.7,6,41,9,1,54,passing,ITA,DF,22.0,2002.0,10.9,13,1.19,11,0,1,1,0,0,2,0.18,2,0,0,0,0,0,goal_shot_creation,ITA,DF,22.0,2002.0,10.9,549,483,65,7,0,2,11,58,0,0,0,0,470,1,11,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ITA,DF,22.0,2002.0,10.9,2,10,6,60.0,0.92,0.55,0.2,0.33,14.1,0,0,0,0.9,0.9,0.09,1.1,1.1,shooting,ITA,DF,22.0,2002.0,10.9,4.0,0.0,0.0,16.0,6.0,3.0,11.0,9.0,19.0,0.0,0.0,0.0,35.0,22.0,14.0,61.1,misc
ENG-Premier League,2023-24,Arsenal,Takehiro Tomiyasu,JPN,DF,24.0,1998.0,22,10,1149,12.8,2,1,3,2,0,0,2,1,1.5,1.5,0.4,1.9,17,72,37,0.16,0.08,0.23,0.16,0.23,0.12,0.03,0.15,0.12,0.15,standard,JPN,DF,24.0,1998.0,12.8,824,37,192,389,248,31,824,12,4,33.3,7,58.3,469,2158,1064,17,14,3,13,3,520,37,possession,JPN,DF,24.0,1998.0,22,1149.0,52.0,33.6,12.8,10,85.0,7,12,25.0,1,2.41,30.0,10.0,20.0,1.57,-0.1,24.5,12.2,12.3,0.96,-0.47,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,JPN,DF,24.0,1998.0,12.8,20,9,15,4,1,11,18,61.1,7,10,4,6,18,38,33,0,defense,JPN,DF,24.0,1998.0,12.8,574,697,82.4,8941,2520,306,342,89.5,229,267,85.8,27,56,48.2,1,0.4,0.8,0.6,6,60,10,3,72,passing,JPN,DF,24.0,1998.0,12.8,17,1.33,16,0,0,1,0,0,2,0.16,2,0,0,0,0,0,goal_shot_creation,JPN,DF,24.0,1998.0,12.8,697,615,80,7,2,2,14,73,0,0,0,0,574,2,11,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,JPN,DF,24.0,1998.0,12.8,2,17,3,17.6,1.33,0.23,0.12,0.67,14.9,0,0,0,1.5,1.5,0.09,0.5,0.5,shooting,JPN,DF,24.0,1998.0,12.8,2.0,1.0,1.0,14.0,8.0,1.0,14.0,18.0,9.0,0.0,0.0,0.0,54.0,25.0,20.0,55.6,misc
ENG-Premier League,2024-25,Arsenal,Takehiro Tomiyasu,JPN,DF,25.0,1998.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,2.37,2.37,2.37,standard,JPN,DF,25.0,1998.0,0.1,7,1,4,1,2,1,7,0,0,0.0,0,0.0,1,7,5,0,0,0,0,0,2,0,possession,JPN,DF,25.0,1998.0,1,7.0,7.0,0.2,0.1,0,0.0,0,1,7.0,0,3.0,1.0,0.0,1.0,12.86,11.96,0.6,0.0,0.5,6.86,6.2,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,JPN,DF,25.0,1998.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,defense,JPN,DF,25.0,1998.0,0.1,3,4,75.0,42,10,1,1,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,passing,JPN,DF,25.0,1998.0,0.1,1,12.86,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,JPN,DF,25.0,1998.0,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,JPN,DF,25.0,1998.0,0.1,0,1,0,0.0,12.86,0.0,0.0,0.0,1.2,0,0,0,0.2,0.2,0.18,-0.2,-0.2,shooting,JPN,DF,25.0,1998.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,misc
