league,season,team,player,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP
GER-Bundesliga,2025-26,St. Pauli,Manolis Saliakas,GRE,DF,28-353,1996,0.5,47,69,68.1,955,284,20,23,87.0,20,25,80.0,7,16,43.8,1,0.1,0.1,0.9,2,6,3,0,7
GER-Bundesliga,2025-26,St. Pauli,Martijn Kaars,NED,"MF,FW",26-179,1999,0.2,6,11,54.5,70,17,4,5,80.0,2,2,100.0,0,2,0.0,0,0.0,0.0,0.0,1,0,1,0,2
GER-Bundesliga,2025-26,St. Pauli,Mathias Pereira Lage,POR,"FW,MF",28-274,1996,1.9,29,41,70.7,355,107,15,19,78.9,10,14,71.4,1,2,50.0,1,0.1,0.2,0.9,3,3,2,1,4
GER-Bundesliga,2025-26,St. Pauli,Nikola Vasilj,BIH,GK,29-272,1995,2.0,52,67,77.6,1101,717,12,12,100.0,31,31,100.0,8,23,34.8,0,0.0,0.0,0.0,0,1,0,0,0
GER-Bundesliga,2025-26,St. Pauli,Oladapo Afolayan,ENG,FW,27-200,1998,0.0,1,4,25.0,13,0,1,2,50.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
GER-Bundesliga,2025-26,Stuttgart,Alexander Nübel,GER,GK,28-335,1996,2.0,70,81,86.4,1838,1266,9,9,100.0,45,46,97.8,15,25,60.0,0,0.0,0.0,0.0,1,4,0,0,0
GER-Bundesliga,2025-26,Stuttgart,Angelo Stiller,GER,MF,24-149,2001,2.0,156,177,88.1,2545,718,76,83,91.6,65,70,92.9,11,17,64.7,0,0.2,0.3,-0.2,3,8,1,0,10
GER-Bundesliga,2025-26,Stuttgart,Atakan Karazor,,MF,28-322,1996,1.6,88,95,92.6,1365,324,41,44,93.2,45,48,93.8,1,2,50.0,0,0.0,0.1,0.0,0,7,0,0,5
GER-Bundesliga,2025-26,Stuttgart,Chema,ESP,MF,20-128,2005,0.3,10,11,90.9,133,79,7,7,100.0,3,3,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,2
GER-Bundesliga,2025-26,Stuttgart,Chris Führich,GER,FW,27-234,1998,0.8,40,54,74.1,632,168,22,25,88.0,15,19,78.9,3,6,50.0,1,0.2,0.3,0.8,3,2,3,2,3
GER-Bundesliga,2025-26,Stuttgart,Deniz Undav,GER,MF,29-043,1996,1.1,40,54,74.1,711,174,17,19,89.5,18,23,78.3,4,10,40.0,0,0.0,0.1,0.0,1,5,2,0,5
GER-Bundesliga,2025-26,Stuttgart,Ermedin Demirović,BIH,FW,27-159,1998,1.7,19,23,82.6,189,45,14,16,87.5,3,4,75.0,0,0,,0,0.3,0.6,-0.3,2,2,1,0,3
GER-Bundesliga,2025-26,Stuttgart,Finn Jeltsch,GER,DF,19-045,2006,1.0,53,56,94.6,870,329,23,23,100.0,29,29,100.0,1,4,25.0,0,0.0,0.0,0.0,0,2,0,0,4
GER-Bundesliga,2025-26,Stuttgart,Jamie Leweling,GER,"FW,DF",24-186,2001,2.0,59,85,69.4,819,183,41,44,93.2,10,18,55.6,6,13,46.2,1,0.7,0.8,0.3,5,0,6,5,3
GER-Bundesliga,2025-26,Stuttgart,Josha Vagnoman,GER,DF,24-263,2000,1.8,63,73,86.3,929,218,37,38,97.4,24,29,82.8,1,3,33.3,0,0.1,0.3,-0.1,2,1,1,0,5
GER-Bundesliga,2025-26,Stuttgart,Julian Chabot,GER,DF,27-200,1998,0.9,83,90,92.2,1507,601,32,36,88.9,46,47,97.9,5,7,71.4,0,0.0,0.1,0.0,0,4,0,0,7
GER-Bundesliga,2025-26,Stuttgart,Lazar Jovanović,SRB,"FW,MF",18-274,2006,0.4,5,10,50.0,66,12,3,5,60.0,2,3,66.7,0,2,0.0,0,0.1,0.3,-0.1,1,0,0,0,1
GER-Bundesliga,2025-26,Stuttgart,Lorenz Assignon,TOG,MF,25-070,2000,0.2,2,3,66.7,25,6,2,2,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
GER-Bundesliga,2025-26,Stuttgart,Luca Jaquez,SUI,DF,22-090,2003,1.0,89,99,89.9,1587,485,28,30,93.3,56,59,94.9,5,8,62.5,0,0.0,0.0,0.0,1,7,0,0,4
GER-Bundesliga,2025-26,Stuttgart,Maximilian Mittelstädt,GER,DF,28-166,1997,1.8,148,171,86.5,2477,887,74,76,97.4,67,79,84.8,6,12,50.0,0,0.5,0.9,-0.5,6,12,8,5,23
GER-Bundesliga,2025-26,Stuttgart,Nick Woltemade,GER,FW,23-198,2002,1.0,5,9,55.6,56,12,4,7,57.1,1,1,100.0,0,0,,0,0.1,0.1,-0.1,1,0,1,0,1
GER-Bundesliga,2025-26,Stuttgart,Nikolas Nartey,DEN,DF,25-190,2000,0.2,8,10,80.0,144,27,3,4,75.0,5,5,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
GER-Bundesliga,2025-26,Stuttgart,Ramon Hendriks,NED,DF,24-044,2001,1.1,75,80,93.8,1124,342,43,45,95.6,30,30,100.0,2,5,40.0,0,0.0,0.0,0.0,0,2,0,0,2
GER-Bundesliga,2025-26,Stuttgart,Tiago Tomás,POR,"MF,FW",23-076,2002,1.1,24,30,80.0,322,20,13,16,81.3,5,7,71.4,2,2,100.0,0,0.1,0.0,-0.1,2,1,0,0,3
GER-Bundesliga,2025-26,Union Berlin,Alex Král,CZE,MF,27-104,1998,0.3,1,2,50.0,39,28,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1
GER-Bundesliga,2025-26,Union Berlin,Andrej Ilic,SRB,FW,25-150,2000,1.0,15,25,60.0,198,57,8,13,61.5,5,7,71.4,0,2,0.0,1,0.1,0.1,0.9,1,0,1,1,2
GER-Bundesliga,2025-26,Union Berlin,András Schäfer,HUN,MF,26-140,1999,1.0,9,19,47.4,107,19,7,7,100.0,2,8,25.0,0,3,0.0,0,0.0,0.0,0.0,0,0,0,0,1
GER-Bundesliga,2025-26,Union Berlin,Christopher Trimmel,AUT,DF,38-188,1987,0.9,14,28,50.0,388,239,2,3,66.7,6,10,60.0,6,13,46.2,0,0.0,0.1,0.0,1,1,0,0,1
GER-Bundesliga,2025-26,Union Berlin,Danilho Doekhi,NED,DF,27-062,1998,1.0,10,16,62.5,225,151,4,5,80.0,3,4,75.0,2,6,33.3,0,0.1,0.2,-0.1,1,3,1,0,1
GER-Bundesliga,2025-26,Union Berlin,Derrick Köhn,GER,DF,26-208,1999,0.3,6,8,75.0,102,28,2,2,100.0,2,3,66.7,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1
GER-Bundesliga,2025-26,Union Berlin,Frederik Rønnow,DEN,GK,33-027,1992,1.0,17,32,53.1,890,814,0,0,,0,0,,17,32,53.1,0,0.0,0.0,0.0,0,3,0,0,0
GER-Bundesliga,2025-26,Union Berlin,Ilyas Ansah,GER,FW,20-296,2004,0.8,12,16,75.0,199,22,5,7,71.4,5,7,71.4,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,3
GER-Bundesliga,2025-26,Union Berlin,Janik Haberer,GER,MF,31-151,1994,0.7,10,13,76.9,134,58,3,5,60.0,3,4,75.0,1,1,100.0,0,0.0,0.1,0.0,0,0,1,1,1
GER-Bundesliga,2025-26,Union Berlin,Josip Juranović,CRO,DF,30-015,1995,0.1,1,4,25.0,36,19,0,0,,0,0,,1,4,25.0,0,0.0,0.0,0.0,1,0,0,0,0
GER-Bundesliga,2025-26,Union Berlin,Leopold Querfeld,AUT,DF,21-254,2003,1.0,6,7,85.7,148,44,1,1,100.0,3,3,100.0,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,0
GER-Bundesliga,2025-26,Union Berlin,Oliver Burke,SCO,FW,28-146,1997,0.2,3,4,75.0,22,0,2,3,66.7,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
GER-Bundesliga,2025-26,Union Berlin,Rani Khedira,GER,MF,31-216,1994,1.0,11,21,52.4,194,119,7,9,77.8,1,5,20.0,2,5,40.0,0,0.0,0.0,0.0,0,2,0,0,1
GER-Bundesliga,2025-26,Union Berlin,Robert Skov,DEN,DF,29-103,1996,0.7,12,19,63.2,210,97,6,7,85.7,5,8,62.5,1,3,33.3,0,0.0,0.0,0.0,1,1,1,1,0
GER-Bundesliga,2025-26,Union Berlin,Tom Rothe,GER,DF,20-306,2004,1.0,13,16,81.3,276,121,1,3,33.3,9,9,100.0,2,3,66.7,0,0.0,0.0,0.0,1,2,0,0,3
GER-Bundesliga,2025-26,Werder Bremen,Abdoul Coulibaly,GER,DF,18-100,2007,1.1,60,76,78.9,1286,430,11,13,84.6,41,44,93.2,8,15,53.3,0,0.0,0.0,0.0,1,3,0,0,4
GER-Bundesliga,2025-26,Werder Bremen,Felix Agu,NGA,DF,25-338,1999,2.0,86,113,76.1,1352,379,43,51,84.3,35,40,87.5,4,12,33.3,0,0.1,0.3,-0.1,3,6,3,2,6
GER-Bundesliga,2025-26,Werder Bremen,Isaac Schmidt,SUI,MF,25-267,1999,0.2,8,9,88.9,128,10,6,7,85.7,2,2,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,1
GER-Bundesliga,2025-26,Werder Bremen,Isak Hansen-Aarøen,NOR,FW,21-009,2004,0.0,3,5,60.0,43,3,2,3,66.7,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1
GER-Bundesliga,2025-26,Werder Bremen,Julián Malatini,ARG,DF,24-092,2001,1.0,23,34,67.6,364,62,12,13,92.3,10,17,58.8,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
GER-Bundesliga,2025-26,Werder Bremen,Justin Njinmah,GER,FW,24-289,2000,1.7,24,34,70.6,342,74,12,16,75.0,9,10,90.0,1,4,25.0,0,0.0,0.0,0.0,0,1,0,0,2
GER-Bundesliga,2025-26,Werder Bremen,Keke Maximilian Topp,GER,FW,21-159,2004,0.4,13,17,76.5,166,38,6,8,75.0,3,4,75.0,1,1,100.0,1,0.3,0.0,0.7,1,0,0,0,0
GER-Bundesliga,2025-26,Werder Bremen,Leonardo Bittencourt,GER,MF,31-255,1993,1.1,42,52,80.8,755,183,17,20,85.0,23,25,92.0,2,5,40.0,0,0.1,0.4,-0.1,1,5,0,0,4
GER-Bundesliga,2025-26,Werder Bremen,Marco Friedl,AUT,DF,27-168,1998,1.0,61,68,89.7,1388,634,16,17,94.1,29,29,100.0,15,19,78.9,0,0.0,0.0,0.0,0,6,0,0,6
GER-Bundesliga,2025-26,Werder Bremen,Marco Grüll,AUT,FW,27-056,1998,1.8,32,44,72.7,443,118,17,18,94.4,9,13,69.2,1,5,20.0,1,0.3,0.2,0.7,4,4,0,0,6
GER-Bundesliga,2025-26,Werder Bremen,Mio Backhaus,GER,GK,21-137,2004,2.0,54,59,91.5,1222,691,17,17,100.0,20,20,100.0,16,21,76.2,0,0.0,0.0,0.0,0,0,0,0,0
GER-Bundesliga,2025-26,Werder Bremen,Niklas Stark,GER,DF,30-139,1995,1.5,74,80,92.5,1597,502,18,19,94.7,44,46,95.7,11,13,84.6,0,0.0,0.0,0.0,0,4,0,0,6
GER-Bundesliga,2025-26,Werder Bremen,Patrice Čović,CRO,"MF,FW",18-067,2007,1.0,49,55,89.1,831,143,23,26,88.5,20,22,90.9,4,4,100.0,0,0.0,0.0,0.0,1,5,0,0,6
GER-Bundesliga,2025-26,Werder Bremen,Romano Schmid,AUT,MF,25-216,2000,2.0,70,99,70.7,1120,437,40,50,80.0,19,28,67.9,7,13,53.8,0,0.2,1.2,-0.2,2,9,11,2,21
GER-Bundesliga,2025-26,Werder Bremen,Samuel Mbangula,BEL,FW,21-227,2004,1.5,39,52,75.0,495,114,23,26,88.5,11,12,91.7,0,3,0.0,0,0.1,0.1,-0.1,1,2,1,1,3
GER-Bundesliga,2025-26,Werder Bremen,Senne Lynen,BEL,MF,26-193,1999,2.0,82,92,89.1,1322,458,41,44,93.2,29,31,93.5,7,10,70.0,0,0.1,0.1,-0.1,1,7,1,0,6
GER-Bundesliga,2025-26,Werder Bremen,Skelly Alvero,FRA,DF,23-119,2002,0.3,20,20,100.0,395,62,7,7,100.0,12,12,100.0,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,2
GER-Bundesliga,2025-26,Werder Bremen,Yukinari Sugawara,JPN,DF,25-064,2000,1.0,47,53,88.7,785,272,19,19,100.0,23,27,85.2,3,4,75.0,0,0.0,0.1,0.0,0,6,1,1,6
GER-Bundesliga,2025-26,Wolfsburg,Aaron Zehnter,GER,DF,20-304,2004,1.0,43,55,78.2,743,158,22,24,91.7,18,19,94.7,3,9,33.3,0,0.2,0.1,-0.2,1,1,0,0,2
GER-Bundesliga,2025-26,Wolfsburg,Andreas Skov Olsen,DEN,FW,25-245,1999,1.0,30,34,88.2,472,76,17,18,94.4,10,11,90.9,3,4,75.0,0,0.5,0.7,-0.5,4,1,3,1,3
GER-Bundesliga,2025-26,Wolfsburg,Dženan Pejčinović,GER,FW,20-197,2005,0.7,13,16,81.3,181,9,7,8,87.5,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1
GER-Bundesliga,2025-26,Wolfsburg,Kamil Grabara,POL,GK,26-235,1999,1.0,19,28,67.9,551,358,3,3,100.0,8,8,100.0,8,17,47.1,0,0.0,0.0,0.0,0,0,0,0,0
GER-Bundesliga,2025-26,Wolfsburg,Kilian Fischer,GER,DF,24-323,2000,1.0,39,46,84.8,615,207,20,22,90.9,16,19,84.2,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1
GER-Bundesliga,2025-26,Wolfsburg,Konstantinos Koulierakis,GRE,DF,21-276,2003,1.0,45,55,81.8,900,401,15,17,88.2,22,23,95.7,8,14,57.1,0,0.0,0.0,0.0,0,6,0,0,7
GER-Bundesliga,2025-26,Wolfsburg,Lovro Majer,CRO,MF,27-226,1998,0.7,22,30,73.3,319,86,12,16,75.0,7,8,87.5,1,2,50.0,0,0.1,0.0,-0.1,2,3,0,0,2
GER-Bundesliga,2025-26,Wolfsburg,Mattias Svanberg,SWE,MF,26-238,1999,0.3,6,10,60.0,63,16,4,5,80.0,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,1,0,0,2
GER-Bundesliga,2025-26,Wolfsburg,Maximilian Arnold,GER,MF,31-096,1994,1.0,50,64,78.1,1129,416,17,18,94.4,20,23,87.0,13,22,59.1,1,0.4,0.6,0.6,3,3,1,0,4
GER-Bundesliga,2025-26,Wolfsburg,Mohamed Amoura,ALG,FW,25-114,2000,0.3,4,5,80.0,29,0,4,4,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
GER-Bundesliga,2025-26,Wolfsburg,Moritz Jenz,GER,DF,26-123,1999,1.0,34,41,82.9,648,253,12,14,85.7,21,22,95.5,1,5,20.0,0,0.0,0.0,0.0,0,2,0,0,0
GER-Bundesliga,2025-26,Wolfsburg,Patrick Wimmer,AUT,FW,24-093,2001,1.0,23,36,63.9,341,104,11,15,73.3,10,14,71.4,1,4,25.0,1,0.0,0.1,1.0,1,3,1,0,4
GER-Bundesliga,2025-26,Wolfsburg,Vinicius Souza,BRA,MF,26-075,1999,1.0,26,28,92.9,425,148,12,12,100.0,13,14,92.9,0,0,,0,0.0,0.1,0.0,0,0,0,0,1
GER-Bundesliga,2025-26,Wolfsburg,Václav Černý,CZE,FW,27-318,1997,0.0,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
GER-Bundesliga,2025-26,Wolfsburg,Yannick Gerhardt,GER,DF,31-171,1994,0.0,1,1,100.0,15,13,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Atalanta,Berat Djimsiti,ALB,DF,32-193,1993,2.0,103,122,84.4,1623,538,55,59,93.2,33,40,82.5,10,15,66.7,0,0.0,0.1,0.0,0,4,0,0,4
ITA-Serie A,2025-26,Atalanta,Charles De Ketelaere,BEL,MF,24-174,2001,1.9,68,88,77.3,998,471,39,46,84.8,23,29,79.3,4,7,57.1,0,0.1,0.7,-0.1,3,10,10,0,20
ITA-Serie A,2025-26,Atalanta,Daniel Maldini,ITA,MF,23-324,2001,1.5,25,36,69.4,278,70,17,23,73.9,5,8,62.5,0,0,,0,0.1,0.3,-0.1,2,3,0,0,5
ITA-Serie A,2025-26,Atalanta,Davide Zappacosta,ITA,DF,33-081,1992,0.3,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Atalanta,Gianluca Scamacca,ITA,FW,26-242,1999,1.5,31,41,75.6,496,53,18,21,85.7,8,12,66.7,4,4,100.0,0,0.2,0.1,-0.2,1,2,1,0,3
ITA-Serie A,2025-26,Atalanta,Giorgio Scalvini,ITA,DF,21-263,2003,1.9,107,125,85.6,1578,583,64,68,94.1,39,45,86.7,3,7,42.9,0,0.0,0.1,0.0,0,7,0,0,11
ITA-Serie A,2025-26,Atalanta,Isak Hien,SWE,DF,26-230,1999,2.0,87,96,90.6,1851,623,19,20,95.0,56,60,93.3,12,16,75.0,0,0.0,0.1,0.0,0,4,0,0,5
ITA-Serie A,2025-26,Atalanta,Kamaldeen Sulemana,GHA,MF,23-197,2002,0.5,14,17,82.4,205,61,9,10,90.0,4,5,80.0,1,1,100.0,0,0.0,0.2,0.0,0,3,0,0,4
ITA-Serie A,2025-26,Atalanta,Lazar Samardzic,SRB,MF,23-188,2002,0.1,7,7,100.0,110,35,4,4,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,1,0,4
ITA-Serie A,2025-26,Atalanta,Marco Brescianini,ITA,DF,25-223,2000,0.0,1,1,100.0,7,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Atalanta,Marco Carnesecchi,ITA,GK,25-061,2000,2.0,56,74,75.7,1548,1157,11,11,100.0,28,29,96.6,17,33,51.5,0,0.0,0.0,0.0,0,2,0,0,0
ITA-Serie A,2025-26,Atalanta,Mario Pašalić,CRO,MF,30-203,1995,1.8,88,99,88.9,1904,547,24,26,92.3,45,50,90.0,18,21,85.7,1,0.2,0.1,0.8,4,10,2,0,9
ITA-Serie A,2025-26,Atalanta,Marten de Roon,NED,MF,34-155,1991,2.0,126,144,87.5,2325,685,49,57,86.0,63,65,96.9,13,19,68.4,0,0.1,0.2,-0.1,3,17,4,1,18
ITA-Serie A,2025-26,Atalanta,Nicola Zalewski,POL,DF,23-220,2002,1.7,49,77,63.6,902,284,20,25,80.0,24,35,68.6,5,14,35.7,0,0.4,0.8,-0.4,3,5,1,1,5
ITA-Serie A,2025-26,Atalanta,Nikola Krstović,MNE,FW,25-148,2000,0.5,16,21,76.2,202,58,11,13,84.6,5,6,83.3,0,1,0.0,1,0.2,0.1,0.8,2,0,1,0,2
ITA-Serie A,2025-26,Atalanta,Odilon Kossounou,CIV,DF,24-239,2001,0.0,2,2,100.0,31,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Atalanta,Raoul Bellanova,ITA,DF,25-106,2000,2.0,70,93,75.3,1131,317,38,43,88.4,24,29,82.8,7,19,36.8,0,0.3,0.3,-0.3,5,1,3,2,5
ITA-Serie A,2025-26,Atalanta,Éderson,BRA,MF,26-055,1999,0.2,17,20,85.0,252,42,9,10,90.0,8,9,88.9,0,1,0.0,0,0.0,0.0,0.0,0,2,0,0,1
ITA-Serie A,2025-26,Bologna,Charalampos Lykogiannis,GRE,DF,31-313,1993,1.9,60,97,61.9,1094,268,16,21,76.2,32,48,66.7,6,20,30.0,0,0.4,0.4,-0.4,5,2,1,1,3
ITA-Serie A,2025-26,Bologna,Ciro Immobile,ITA,FW,35-192,1990,0.3,4,9,44.4,62,13,2,4,50.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Bologna,Federico Bernardeschi,ITA,MF,31-196,1994,0.1,5,5,100.0,128,57,1,1,100.0,2,2,100.0,2,2,100.0,0,0.2,0.0,-0.2,2,1,0,0,0
ITA-Serie A,2025-26,Bologna,Giovanni Fabbian,ITA,MF,22-229,2003,0.9,11,14,78.6,252,64,3,3,100.0,6,7,85.7,2,2,100.0,0,0.0,0.0,0.0,1,2,0,0,2
ITA-Serie A,2025-26,Bologna,Jens Odgaard,DEN,MF,26-153,1999,1.1,9,16,56.3,129,38,4,6,66.7,3,6,50.0,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,2
ITA-Serie A,2025-26,Bologna,Jhon Lucumí,COL,DF,27-066,1998,1.5,64,73,87.7,1386,317,15,17,88.2,36,38,94.7,13,16,81.3,0,0.0,0.0,0.0,0,0,0,0,4
ITA-Serie A,2025-26,Bologna,Juan Miranda,ESP,DF,25-224,2000,0.1,2,4,50.0,81,78,0,0,,0,0,,2,4,50.0,0,0.0,0.0,0.0,1,0,0,0,0
ITA-Serie A,2025-26,Bologna,Lorenzo De Silvestri,ITA,DF,37-100,1988,0.8,23,30,76.7,485,272,6,7,85.7,13,17,76.5,3,3,100.0,0,0.1,0.1,-0.1,3,1,1,1,2
ITA-Serie A,2025-26,Bologna,Martin Vitík,CZE,DF,22-222,2003,1.0,27,36,75.0,463,110,12,14,85.7,14,14,100.0,0,6,0.0,0,0.0,0.0,0.0,0,3,0,0,3
ITA-Serie A,2025-26,Bologna,Nadir Zortea,ITA,DF,26-073,1999,1.2,33,51,64.7,510,300,19,21,90.5,13,21,61.9,1,4,25.0,0,0.0,0.0,0.0,0,1,0,0,1
ITA-Serie A,2025-26,Bologna,Nicolò Cambiaghi,ITA,FW,24-246,2000,2.0,17,25,68.0,354,97,6,8,75.0,10,12,83.3,1,2,50.0,0,0.4,0.4,-0.4,4,4,1,1,4
ITA-Serie A,2025-26,Bologna,Nicolò Casale,ITA,DF,27-198,1998,0.5,16,23,69.6,322,92,4,5,80.0,10,14,71.4,2,4,50.0,0,0.0,0.0,0.0,0,0,0,0,2
ITA-Serie A,2025-26,Bologna,Nikola Moro,CRO,MF,27-172,1998,0.7,26,34,76.5,609,132,7,7,100.0,11,14,78.6,8,13,61.5,0,0.1,0.1,-0.1,1,1,0,0,1
ITA-Serie A,2025-26,Bologna,Remo Freuler,SUI,MF,33-138,1992,1.9,53,73,72.6,953,155,21,25,84.0,24,29,82.8,6,16,37.5,0,0.0,0.0,0.0,0,2,0,0,1
ITA-Serie A,2025-26,Bologna,Riccardo Orsolini,ITA,FW,28-219,1997,2.0,23,43,53.5,451,176,12,17,70.6,5,8,62.5,6,8,75.0,0,0.2,0.0,-0.2,2,3,4,0,6
ITA-Serie A,2025-26,Bologna,Santiago Castro,ARG,FW,20-336,2004,1.5,8,16,50.0,145,3,5,8,62.5,2,3,66.7,1,2,50.0,1,0.2,0.0,0.8,3,0,0,0,0
ITA-Serie A,2025-26,Bologna,Thijs Dallinga,NED,FW,25-028,2000,0.2,2,4,50.0,28,8,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
ITA-Serie A,2025-26,Bologna,Tommaso Pobega,ITA,MF,26-047,1999,1.3,25,30,83.3,454,49,11,11,100.0,12,13,92.3,2,4,50.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Bologna,Torbjørn Heggem,NOR,DF,26-231,1999,1.0,28,32,87.5,570,125,7,9,77.8,18,18,100.0,3,5,60.0,0,0.0,0.0,0.0,0,1,0,0,0
ITA-Serie A,2025-26,Bologna,Łukasz Skorupski,POL,GK,34-118,1991,2.0,89,115,77.4,2648,1670,6,6,100.0,54,56,96.4,29,53,54.7,0,0.0,0.0,0.0,0,3,0,0,0
ITA-Serie A,2025-26,Cagliari,Adam Obert,SVK,DF,23-008,2002,1.8,46,57,80.7,731,204,27,34,79.4,14,18,77.8,4,4,100.0,0,0.3,0.3,-0.3,1,8,0,0,5
ITA-Serie A,2025-26,Cagliari,Alessandro Deiola,ITA,MF,30-030,1995,1.8,53,69,76.8,800,234,31,34,91.2,14,20,70.0,4,7,57.1,0,0.0,0.0,0.0,1,2,0,0,4
ITA-Serie A,2025-26,Cagliari,Alessandro Di Pardo,ITA,DF,26-044,1999,0.1,1,1,100.0,16,12,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Cagliari,Elia Caprile,ITA,GK,24-006,2001,2.0,48,68,70.6,1307,952,15,15,100.0,16,16,100.0,17,37,45.9,0,0.0,0.0,0.0,0,1,0,0,0
ITA-Serie A,2025-26,Cagliari,Gabriele Zappa,ITA,DF,25-252,1999,1.6,67,86,77.9,980,423,43,45,95.6,19,25,76.0,5,13,38.5,0,0.0,0.1,0.0,0,5,1,1,6
ITA-Serie A,2025-26,Cagliari,Gennaro Borrelli,ITA,FW,25-174,2000,1.2,10,12,83.3,178,22,3,4,75.0,4,4,100.0,2,2,100.0,0,0.0,0.0,0.0,1,1,0,0,1
ITA-Serie A,2025-26,Cagliari,Gianluca Gaetano,ITA,MF,25-118,2000,0.5,17,22,77.3,330,136,4,8,50.0,9,10,90.0,2,2,100.0,1,0.2,0.2,0.8,2,2,1,0,3
ITA-Serie A,2025-26,Cagliari,Luca Mazzitelli,ITA,MF,29-289,1995,0.3,11,12,91.7,248,160,5,6,83.3,2,2,100.0,4,4,100.0,0,0.1,0.0,-0.1,1,3,0,0,4
ITA-Serie A,2025-26,Cagliari,Marco Palestra,ITA,DF,20-181,2005,0.9,14,17,82.4,157,58,9,10,90.0,3,4,75.0,0,0,,0,0.1,0.2,-0.1,2,0,0,0,0
ITA-Serie A,2025-26,Cagliari,Matteo Prati,ITA,MF,21-246,2003,1.4,47,55,85.5,849,112,17,18,94.4,27,32,84.4,3,5,60.0,0,0.0,0.0,0.0,0,3,0,0,2
ITA-Serie A,2025-26,Cagliari,Michael Folorunsho,ITA,FW,27-205,1998,1.9,29,40,72.5,355,59,19,23,82.6,6,9,66.7,1,3,33.3,0,0.0,0.0,0.0,1,1,0,0,0
ITA-Serie A,2025-26,Cagliari,Michel Ndary Adopo,FRA,MF,25-043,2000,2.0,56,63,88.9,785,184,35,37,94.6,20,23,87.0,0,0,,0,0.3,0.1,-0.3,5,4,1,0,6
ITA-Serie A,2025-26,Cagliari,Riyad Idrissi,MAR,"DF,FW",20-079,2005,0.3,10,13,76.9,116,57,8,9,88.9,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2025-26,Cagliari,Sebastiano Esposito,ITA,"FW,MF",23-060,2002,1.4,28,38,73.7,484,221,14,14,100.0,7,10,70.0,5,8,62.5,0,0.1,0.1,-0.1,2,3,1,0,5
ITA-Serie A,2025-26,Cagliari,Sebastiano Luperto,ITA,DF,28-359,1996,2.0,57,65,87.7,880,269,26,27,96.3,27,28,96.4,2,8,25.0,0,0.0,0.0,0.0,0,1,0,0,2
ITA-Serie A,2025-26,Cagliari,Semih Kılıçsoy,TUR,FW,20-016,2005,0.1,1,2,50.0,9,0,1,1,100.0,0,0,,0,0,,0,0.1,0.0,-0.1,1,0,0,0,0
ITA-Serie A,2025-26,Cagliari,Yerry Mina,COL,DF,30-342,1994,2.0,79,88,89.8,1305,542,42,45,93.3,24,26,92.3,9,13,69.2,0,0.1,0.1,-0.1,1,3,0,0,5
ITA-Serie A,2025-26,Cagliari,Zito Luvumbo,ANG,"DF,MF",23-175,2002,0.7,9,12,75.0,157,55,5,5,100.0,2,3,66.7,2,4,50.0,0,0.2,0.1,-0.2,1,0,1,1,0
