league,season,team,player,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
GER-Bundesliga,2023-24,Hoffenheim,Tim Drexler,GER,DF,18,2005,8,6,573,6.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,6,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER-Bundesliga,2023-24,Hoffenheim,Tom Bischof,GER,"MF,FW",18,2005,13,1,178,2.0,0,2,2,0,0,0,0,0,0.4,0.4,0.8,1.2,2,18,18,0.0,1.01,1.01,0.0,1.01,0.19,0.4,0.59,0.19,0.59
GER-Bundesliga,2023-24,Hoffenheim,Umut Tohumcu,GER,MF,18,2004,20,12,1011,11.2,0,2,2,0,0,0,5,0,0.5,0.5,1.1,1.6,18,46,27,0.0,0.18,0.18,0.0,0.18,0.04,0.1,0.14,0.04,0.14
GER-Bundesliga,2023-24,Hoffenheim,Wout Weghorst,NED,FW,30,1992,28,24,1977,22.0,7,3,10,6,1,1,4,0,7.2,6.4,3.5,9.9,14,57,132,0.32,0.14,0.46,0.27,0.41,0.33,0.16,0.49,0.29,0.45
GER-Bundesliga,2023-24,Köln,Benno Schmitz,GER,DF,28,1994,22,13,1155,12.8,0,1,1,0,0,0,5,0,0.2,0.2,0.3,0.5,27,70,47,0.0,0.08,0.08,0.0,0.08,0.02,0.02,0.04,0.02,0.04
GER-Bundesliga,2023-24,Köln,Damion Downs,USA,"FW,MF",19,2004,10,0,181,2.0,2,0,2,2,0,0,0,0,1.0,1.0,0.0,1.0,1,0,5,0.99,0.0,0.99,0.99,0.99,0.51,0.0,0.51,0.51,0.51
GER-Bundesliga,2023-24,Köln,Davie Selke,GER,FW,28,1995,19,16,1265,14.1,6,0,6,6,0,0,3,0,4.8,4.8,0.4,5.2,9,17,46,0.43,0.0,0.43,0.43,0.43,0.34,0.03,0.37,0.34,0.37
GER-Bundesliga,2023-24,Köln,Dejan Ljubicic,AUT,"MF,FW",25,1997,26,24,2048,22.8,0,2,2,0,0,0,6,0,1.9,1.9,3.0,4.9,41,84,73,0.0,0.09,0.09,0.0,0.09,0.08,0.13,0.22,0.08,0.22
GER-Bundesliga,2023-24,Köln,Denis Huseinbasic,BIH,MF,22,2001,26,18,1627,18.1,0,3,3,0,0,0,5,0,0.3,0.3,0.7,1.0,35,93,29,0.0,0.17,0.17,0.0,0.17,0.02,0.04,0.06,0.02,0.06
GER-Bundesliga,2023-24,Köln,Dominique Heintz,GER,DF,29,1993,12,6,568,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,10,30,16,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08
GER-Bundesliga,2023-24,Köln,Eric Martel,GER,MF,21,2002,30,29,2457,27.3,1,1,2,1,0,0,6,0,2.2,2.2,1.1,3.3,21,75,35,0.04,0.04,0.07,0.04,0.07,0.08,0.04,0.12,0.08,0.12
GER-Bundesliga,2023-24,Köln,Faride Alidou,GER,"FW,MF",22,2001,26,14,1282,14.2,4,0,4,4,0,0,4,0,3.0,3.0,0.6,3.6,51,33,95,0.28,0.0,0.28,0.28,0.28,0.21,0.04,0.26,0.21,0.26
GER-Bundesliga,2023-24,Köln,Florian Dietz,GER,"FW,MF",24,1998,5,0,70,0.8,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0,0,8,0.0,0.0,0.0,0.0,0.0,0.34,0.12,0.46,0.34,0.46
GER-Bundesliga,2023-24,Köln,Florian Kainz,AUT,"MF,FW",30,1992,33,29,2197,24.4,5,4,9,0,5,5,4,0,5.0,1.0,3.3,4.3,40,124,100,0.2,0.16,0.37,0.0,0.16,0.2,0.13,0.34,0.04,0.18
GER-Bundesliga,2023-24,Köln,Jacob Christensen,DEN,MF,22,2001,7,2,219,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,12,1,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
GER-Bundesliga,2023-24,Köln,Jan Thielmann,GER,"FW,DF",21,2002,22,20,1579,17.5,1,0,1,1,0,0,4,1,2.3,2.3,1.1,3.3,46,51,69,0.06,0.0,0.06,0.06,0.06,0.13,0.06,0.19,0.13,0.19
GER-Bundesliga,2023-24,Köln,Julian Chabot,GER,DF,25,1998,32,32,2703,30.0,0,0,0,0,0,0,9,1,1.4,1.4,0.4,1.8,17,71,8,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06
GER-Bundesliga,2023-24,Köln,Justin Diehl,GER,"FW,MF",18,2004,7,1,168,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,6,2,17,0.0,0.0,0.0,0.0,0.0,0.12,0.1,0.23,0.12,0.23
GER-Bundesliga,2023-24,Köln,Leart Paqarada,KVX,DF,28,1994,17,11,1075,11.9,0,0,0,0,0,0,0,0,0.4,0.4,1.7,2.1,26,45,29,0.0,0.0,0.0,0.0,0.0,0.03,0.14,0.17,0.03,0.17
GER-Bundesliga,2023-24,Köln,Linton Maina,GER,"FW,MF",24,1999,31,21,1901,21.1,1,3,4,1,0,0,4,0,1.9,1.9,3.1,5.0,109,61,169,0.05,0.14,0.19,0.05,0.19,0.09,0.15,0.24,0.09,0.24
GER-Bundesliga,2023-24,Köln,Luca Kilian,GER,DF,23,1999,13,6,635,7.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,7,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
GER-Bundesliga,2023-24,Köln,Luca Waldschmidt,GER,"MF,FW",27,1996,22,14,1146,12.7,3,0,3,3,0,1,0,0,2.9,2.1,1.2,3.3,30,46,61,0.24,0.0,0.24,0.24,0.24,0.23,0.09,0.32,0.17,0.26
GER-Bundesliga,2023-24,Köln,Mark Uth,GER,"MF,FW",31,1991,11,3,373,4.1,0,1,1,0,0,0,2,0,2.0,2.0,1.4,3.4,12,13,29,0.0,0.24,0.24,0.0,0.24,0.49,0.33,0.83,0.49,0.83
GER-Bundesliga,2023-24,Köln,Marvin Schwäbe,GER,GK,28,1995,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER-Bundesliga,2023-24,Köln,Mathias Olesen,LUX,"MF,FW",22,2001,6,0,112,1.2,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,2,7,2,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
GER-Bundesliga,2023-24,Köln,Max Finkgräfe,GER,"DF,FW",19,2004,24,18,1756,19.5,1,0,1,1,0,0,4,0,1.0,1.0,1.6,2.6,51,53,59,0.05,0.0,0.05,0.05,0.05,0.05,0.08,0.13,0.05,0.13
GER-Bundesliga,2023-24,Köln,Rasmus Carstensen,DEN,"DF,FW",22,2000,23,18,1659,18.4,0,0,0,0,0,0,2,1,0.9,0.9,2.6,3.5,32,52,89,0.0,0.0,0.0,0.0,0.0,0.05,0.14,0.19,0.05,0.19
GER-Bundesliga,2023-24,Köln,Sargis Adamyan,ARM,"FW,MF",30,1993,20,8,801,8.9,1,2,3,1,0,0,2,0,4.1,4.1,2.0,6.1,15,18,42,0.11,0.22,0.34,0.11,0.34,0.46,0.23,0.69,0.46,0.69
GER-Bundesliga,2023-24,Köln,Steffen Tigges,GER,FW,25,1998,25,6,727,8.1,3,0,3,3,0,0,0,0,2.6,2.6,1.6,4.1,9,10,48,0.37,0.0,0.37,0.37,0.37,0.32,0.19,0.51,0.32,0.51
GER-Bundesliga,2023-24,Köln,Timo Hübers,GER,DF,27,1996,31,31,2778,30.9,0,0,0,0,0,0,6,0,1.8,1.8,0.5,2.3,19,104,3,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08
GER-Bundesliga,2023-24,Leverkusen,Adam Hložek,CZE,"MF,FW",21,2002,23,5,459,5.1,2,3,5,2,0,0,1,0,3.1,3.1,0.9,4.0,14,13,33,0.39,0.59,0.98,0.39,0.98,0.6,0.18,0.78,0.6,0.78
GER-Bundesliga,2023-24,Leverkusen,Amine Adli,MAR,"MF,FW",23,2000,23,8,898,10.0,4,6,10,4,0,0,5,0,3.3,3.3,2.3,5.6,32,39,131,0.4,0.6,1.0,0.4,1.0,0.33,0.23,0.56,0.33,0.56
GER-Bundesliga,2023-24,Leverkusen,Arthur,BRA,DF,20,2003,4,2,184,2.0,0,2,2,0,0,0,0,0,0.1,0.1,0.3,0.4,8,7,28,0.0,0.98,0.98,0.0,0.98,0.04,0.15,0.19,0.04,0.19
GER-Bundesliga,2023-24,Leverkusen,Borja Iglesias,ESP,FW,30,1993,7,2,256,2.8,0,0,0,0,0,0,0,0,1.4,1.4,0.3,1.6,3,5,19,0.0,0.0,0.0,0.0,0.0,0.48,0.1,0.58,0.48,0.58
GER-Bundesliga,2023-24,Leverkusen,Edmond Tapsoba,BFA,DF,24,1999,28,23,2087,23.2,0,1,1,0,0,0,4,0,1.0,1.0,1.0,2.0,49,164,12,0.0,0.04,0.04,0.0,0.04,0.04,0.04,0.08,0.04,0.08
GER-Bundesliga,2023-24,Leverkusen,Exequiel Palacios,ARG,MF,24,1998,24,21,1831,20.3,4,4,8,2,2,2,6,0,3.3,1.8,3.8,5.5,24,162,45,0.2,0.2,0.39,0.1,0.29,0.16,0.19,0.35,0.09,0.27
GER-Bundesliga,2023-24,Leverkusen,Florian Wirtz,GER,MF,20,2003,32,26,2372,26.4,11,11,22,10,1,1,3,0,8.9,8.2,7.5,15.7,138,224,306,0.42,0.42,0.83,0.38,0.8,0.34,0.29,0.62,0.31,0.6
GER-Bundesliga,2023-24,Leverkusen,Granit Xhaka,SUI,MF,30,1992,33,32,2821,31.3,3,0,3,3,0,0,5,0,1.8,1.8,2.7,4.5,60,392,53,0.1,0.0,0.1,0.1,0.1,0.06,0.09,0.15,0.06,0.15
GER-Bundesliga,2023-24,Leverkusen,Gustavo Puerta,COL,"DF,MF",20,2003,7,0,46,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,8,1,0.0,0.0,0.0,0.0,0.0,0.18,0.16,0.34,0.18,0.34
GER-Bundesliga,2023-24,Leverkusen,Jeremie Frimpong,NED,DF,22,2000,31,27,2251,25.0,9,7,16,9,0,0,6,0,8.2,8.2,5.9,14.0,153,49,348,0.36,0.28,0.64,0.36,0.64,0.33,0.23,0.56,0.33,0.56
GER-Bundesliga,2023-24,Leverkusen,Jonas Hofmann,GER,MF,31,1992,32,26,2204,24.5,5,7,12,5,0,0,3,0,5.9,5.9,8.1,14.1,63,119,221,0.2,0.29,0.49,0.2,0.49,0.24,0.33,0.57,0.24,0.57
GER-Bundesliga,2023-24,Leverkusen,Jonathan Tah,GER,DF,27,1996,31,30,2631,29.2,4,1,5,4,0,0,6,0,2.1,2.1,0.3,2.3,17,133,4,0.14,0.03,0.17,0.14,0.17,0.07,0.01,0.08,0.07,0.08
GER-Bundesliga,2023-24,Leverkusen,Josip Stanišić,CRO,DF,23,2000,20,13,1261,14.0,3,1,4,3,0,0,3,0,0.8,0.8,1.7,2.4,49,92,63,0.21,0.07,0.29,0.21,0.29,0.05,0.12,0.17,0.05,0.17
GER-Bundesliga,2023-24,Leverkusen,Lukáš Hrádecký,FIN,GK,33,1989,33,33,2970,33.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER-Bundesliga,2023-24,Leverkusen,Matej Kovar,CZE,GK,23,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER-Bundesliga,2023-24,Leverkusen,Nadiem Amiri,GER,MF,26,1996,8,1,86,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,5,6,6,0.0,0.0,0.0,0.0,0.0,0.13,0.03,0.16,0.13,0.16
GER-Bundesliga,2023-24,Leverkusen,Nathan Tella,NGA,"DF,MF",24,1999,24,8,819,9.1,5,2,7,5,0,0,2,0,3.5,3.5,3.2,6.7,35,28,114,0.55,0.22,0.77,0.55,0.77,0.38,0.35,0.73,0.38,0.73
GER-Bundesliga,2023-24,Leverkusen,Noah Mbamba,BEL,MF,18,2005,3,0,16,0.2,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,1,2,1,0.0,5.63,5.63,0.0,5.63,0.14,3.16,3.3,0.14,3.3
GER-Bundesliga,2023-24,Leverkusen,Odilon Kossounou,CIV,DF,22,2001,22,21,1811,20.1,1,0,1,1,0,0,3,0,0.6,0.6,0.7,1.3,48,141,23,0.05,0.0,0.05,0.05,0.05,0.03,0.03,0.06,0.03,0.06
GER-Bundesliga,2023-24,Leverkusen,Patrik Schick,CZE,FW,27,1996,20,12,1063,11.8,7,0,7,6,1,1,1,0,6.0,5.3,1.0,6.2,7,17,88,0.59,0.0,0.59,0.51,0.51,0.51,0.08,0.59,0.44,0.53
GER-Bundesliga,2023-24,Leverkusen,Piero Hincapié,ECU,DF,21,2002,26,16,1484,16.5,1,2,3,1,0,0,2,0,1.9,1.9,0.5,2.5,34,102,50,0.06,0.12,0.18,0.06,0.18,0.12,0.03,0.15,0.12,0.15
GER-Bundesliga,2023-24,Leverkusen,Robert Andrich,GER,"MF,DF",28,1994,28,18,1690,18.8,4,2,6,4,0,0,4,0,1.7,1.7,1.8,3.5,20,97,14,0.21,0.11,0.32,0.21,0.32,0.09,0.1,0.19,0.09,0.19
GER-Bundesliga,2023-24,Leverkusen,Victor Boniface,NGA,FW,22,2000,23,18,1546,17.2,14,8,22,10,4,4,2,0,15.4,12.3,3.7,16.0,50,34,158,0.82,0.47,1.28,0.58,1.05,0.9,0.22,1.12,0.71,0.93
GER-Bundesliga,2023-24,Leverkusen,Álex Grimaldo,ESP,DF,27,1995,33,31,2784,30.9,10,13,23,10,0,0,1,0,5.7,5.7,9.1,14.8,77,162,261,0.32,0.42,0.74,0.32,0.74,0.18,0.3,0.48,0.18,0.48
GER-Bundesliga,2023-24,Mainz 05,Andreas Hanche-Olsen,NOR,DF,26,1997,15,12,992,11.0,1,0,1,1,0,0,5,0,0.7,0.7,0.0,0.7,1,19,0,0.09,0.0,0.09,0.09,0.09,0.06,0.0,0.06,0.06,0.06
GER-Bundesliga,2023-24,Mainz 05,Anthony Caci,FRA,DF,26,1997,31,29,2486,27.6,2,3,5,2,0,0,8,0,1.5,1.5,2.9,4.4,43,144,75,0.07,0.11,0.18,0.07,0.18,0.06,0.1,0.16,0.06,0.16
GER-Bundesliga,2023-24,Mainz 05,Anton Stach,GER,MF,24,1998,2,2,170,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,8,10,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.16,0.1,0.16
GER-Bundesliga,2023-24,Mainz 05,Anwar El Ghazi,NED,"MF,DF",28,1995,3,0,54,0.6,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.4,2,4,5,0.0,1.67,1.67,0.0,1.67,0.22,0.39,0.61,0.22,0.61
GER-Bundesliga,2023-24,Mainz 05,Aymen Barkok,MAR,"MF,FW",25,1998,13,1,321,3.6,1,0,1,1,0,1,2,0,1.7,0.9,0.3,1.2,14,16,33,0.28,0.0,0.28,0.28,0.28,0.48,0.07,0.55,0.26,0.33
GER-Bundesliga,2023-24,Mainz 05,Brajan Gruda,GER,"MF,FW",19,2004,28,19,1641,18.2,4,3,7,4,0,0,5,0,3.5,3.5,4.1,7.6,100,71,167,0.22,0.16,0.38,0.22,0.38,0.19,0.23,0.42,0.19,0.42
GER-Bundesliga,2023-24,Mainz 05,Daniel Batz,GER,GK,32,1991,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER-Bundesliga,2023-24,Mainz 05,Danny da Costa,GER,DF,30,1993,19,9,830,9.2,0,1,1,0,0,0,1,0,0.3,0.3,1.2,1.5,22,40,53,0.0,0.11,0.11,0.0,0.11,0.03,0.13,0.16,0.03,0.16
GER-Bundesliga,2023-24,Mainz 05,David Mamutovic,GER,"FW,DF",22,2000,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER-Bundesliga,2023-24,Mainz 05,Dominik Kohr,GER,"DF,MF",29,1994,31,27,2184,24.3,1,0,1,1,0,0,15,1,1.6,1.6,1.2,2.8,19,99,26,0.04,0.0,0.04,0.04,0.04,0.07,0.05,0.12,0.07,0.12
GER-Bundesliga,2023-24,Mainz 05,Edimilson Fernandes,SUI,DF,27,1996,21,13,1290,14.3,0,2,2,0,0,0,4,0,0.5,0.5,0.7,1.3,9,53,9,0.0,0.14,0.14,0.0,0.14,0.04,0.05,0.09,0.04,0.09
GER-Bundesliga,2023-24,Mainz 05,Jessic Ngankam,GER,"FW,MF",23,2000,7,2,184,2.0,0,0,0,0,0,0,0,1,0.6,0.6,0.3,0.9,3,1,11,0.0,0.0,0.0,0.0,0.0,0.29,0.14,0.43,0.29,0.43
GER-Bundesliga,2023-24,Mainz 05,Jonathan Burkardt,GER,"FW,MF",23,2000,21,18,1538,17.1,8,2,10,7,1,1,2,0,6.1,5.3,2.1,7.4,36,28,101,0.47,0.12,0.59,0.41,0.53,0.36,0.12,0.48,0.31,0.43
GER-Bundesliga,2023-24,Mainz 05,Josuha Guilavogui,FRA,DF,32,1990,11,5,409,4.5,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,1,9,1,0.0,0.22,0.22,0.0,0.22,0.0,0.02,0.02,0.0,0.02
GER-Bundesliga,2023-24,Mainz 05,Karim Onisiwo,AUT,"FW,MF",31,1992,24,17,1493,16.6,1,3,4,1,0,0,1,0,2.3,2.3,1.3,3.7,26,27,111,0.06,0.18,0.24,0.06,0.24,0.14,0.08,0.22,0.14,0.22
GER-Bundesliga,2023-24,Mainz 05,Leandro Barreiro Martins,LUX,MF,23,2000,31,29,2606,29.0,4,1,5,4,0,0,8,0,4.5,4.5,1.1,5.6,22,93,46,0.14,0.03,0.17,0.14,0.17,0.16,0.04,0.19,0.16,0.19
GER-Bundesliga,2023-24,Mainz 05,Lee Jae-sung,KOR,"MF,FW",30,1992,29,24,2113,23.5,6,3,9,6,0,0,6,0,4.9,4.9,3.4,8.3,25,82,121,0.26,0.13,0.38,0.26,0.38,0.21,0.14,0.35,0.21,0.35
GER-Bundesliga,2023-24,Mainz 05,Ludovic Ajorque,FRA,FW,29,1994,26,15,1360,15.1,2,0,2,2,0,2,4,0,5.3,3.7,1.0,4.7,5,21,88,0.13,0.0,0.13,0.13,0.13,0.35,0.06,0.41,0.25,0.31
GER-Bundesliga,2023-24,Mainz 05,Marco Richter,GER,"MF,FW",25,1997,20,7,717,8.0,1,0,1,1,0,0,3,0,1.9,1.9,1.3,3.2,20,30,53,0.13,0.0,0.13,0.13,0.13,0.24,0.16,0.4,0.24,0.4
GER-Bundesliga,2023-24,Mainz 05,Marcus Müller,GER,MF,20,2002,1,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26
GER-Bundesliga,2023-24,Mainz 05,Maxim Leitsch,GER,DF,25,1998,7,4,379,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER-Bundesliga,2023-24,Mainz 05,Merveille Papela,GER,"MF,DF",22,2001,11,3,257,2.9,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,6,12,10,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.22,0.11,0.22
GER-Bundesliga,2023-24,Mainz 05,Nadiem Amiri,GER,MF,26,1996,15,15,1315,14.6,1,4,5,1,0,1,5,0,2.2,1.4,4.3,5.7,16,88,22,0.07,0.27,0.34,0.07,0.34,0.15,0.3,0.45,0.1,0.39
GER-Bundesliga,2023-24,Mainz 05,Nelson Weiper,GER,"FW,MF",18,2005,5,1,124,1.4,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.6,6,2,20,0.0,0.0,0.0,0.0,0.0,0.35,0.11,0.46,0.35,0.46
GER-Bundesliga,2023-24,Mainz 05,Phillipp Mwene,AUT,DF,29,1994,23,23,1996,22.2,1,2,3,1,0,0,4,1,1.4,1.4,2.0,3.4,50,73,93,0.05,0.09,0.14,0.05,0.14,0.06,0.09,0.15,0.06,0.15
GER-Bundesliga,2023-24,Mainz 05,Robin Zentner,GER,GK,28,1994,30,30,2700,30.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER-Bundesliga,2023-24,Mainz 05,Sepp van den Berg,NED,DF,21,2001,33,31,2839,31.5,3,0,3,3,0,0,9,0,2.7,2.7,0.3,3.0,7,95,6,0.1,0.0,0.1,0.1,0.1,0.08,0.01,0.09,0.08,0.09
GER-Bundesliga,2023-24,Mainz 05,Silvan Widmer,SUI,DF,30,1993,20,13,1242,13.8,1,3,4,1,0,0,4,0,1.4,1.4,3.5,4.8,31,54,63,0.07,0.22,0.29,0.07,0.29,0.1,0.25,0.35,0.1,0.35
GER-Bundesliga,2023-24,Mainz 05,Stefan Bell,GER,DF,31,1991,10,8,666,7.4,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,0,23,2,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
GER-Bundesliga,2023-24,Mainz 05,Tom Krauß,GER,MF,22,2001,29,13,1346,15.0,1,2,3,1,0,0,5,0,0.8,0.8,0.4,1.2,12,68,29,0.07,0.13,0.2,0.07,0.2,0.05,0.03,0.08,0.05,0.08
GER-Bundesliga,2023-24,RB Leipzig,Amadou Haidara,MLI,MF,25,1998,21,19,1526,17.0,2,1,3,2,0,0,5,0,1.1,1.1,1.6,2.7,8,97,11,0.12,0.06,0.18,0.12,0.18,0.07,0.09,0.16,0.07,0.16
GER-Bundesliga,2023-24,RB Leipzig,Benjamin Henrichs,GER,DF,26,1997,33,28,2526,28.1,1,5,6,1,0,0,5,0,2.5,2.5,4.4,6.9,53,124,161,0.04,0.18,0.21,0.04,0.21,0.09,0.16,0.25,0.09,0.25
GER-Bundesliga,2023-24,RB Leipzig,Benjamin Šeško,SVN,FW,20,2003,31,17,1526,17.0,14,2,16,14,0,0,0,0,7.7,7.7,1.1,8.8,21,22,98,0.83,0.12,0.94,0.83,0.94,0.45,0.07,0.52,0.45,0.52
GER-Bundesliga,2023-24,RB Leipzig,Castello Lukeba,FRA,DF,20,2002,32,24,2191,24.3,1,0,1,1,0,0,3,0,0.8,0.8,0.1,0.9,23,107,9,0.04,0.0,0.04,0.04,0.04,0.03,0.01,0.04,0.03,0.04
GER-Bundesliga,2023-24,RB Leipzig,Christoph Baumgartner,AUT,"MF,FW",23,1999,32,11,1158,12.9,5,1,6,5,0,0,3,0,3.7,3.7,1.6,5.2,36,47,86,0.39,0.08,0.47,0.39,0.47,0.28,0.12,0.41,0.28,0.41
GER-Bundesliga,2023-24,RB Leipzig,Christopher Lenz,GER,"DF,MF",28,1994,5,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22
GER-Bundesliga,2023-24,RB Leipzig,Dani Olmo,ESP,MF,25,1998,21,17,1449,16.1,4,5,9,4,0,0,0,0,3.3,3.3,5.4,8.8,60,68,111,0.25,0.31,0.56,0.25,0.56,0.21,0.34,0.55,0.21,0.55
GER-Bundesliga,2023-24,RB Leipzig,David Raum,GER,DF,25,1998,31,31,2739,30.4,2,8,10,2,0,0,6,0,0.8,0.8,7.3,8.0,77,131,246,0.07,0.26,0.33,0.07,0.33,0.02,0.24,0.26,0.02,0.26
GER-Bundesliga,2023-24,RB Leipzig,El Chadaille Bitshiabu,FRA,"DF,MF",18,2005,6,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER-Bundesliga,2023-24,RB Leipzig,Elif Elmas,MKD,"MF,FW",23,1999,14,2,266,3.0,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,9,9,18,0.0,0.0,0.0,0.0,0.0,0.27,0.04,0.31,0.27,0.31
GER-Bundesliga,2023-24,RB Leipzig,Emil Forsberg,SWE,"MF,FW",31,1991,14,5,464,5.2,2,1,3,2,0,1,0,0,1.4,0.6,0.9,1.5,8,22,38,0.39,0.19,0.58,0.39,0.58,0.27,0.17,0.44,0.11,0.28
GER-Bundesliga,2023-24,RB Leipzig,Fabio Carvalho,POR,MF,20,2002,9,1,165,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.5,8,9,13,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.25,0.12,0.25
GER-Bundesliga,2023-24,RB Leipzig,Janis Blaswich,GER,GK,32,1991,21,21,1890,21.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER-Bundesliga,2023-24,RB Leipzig,Jonathan Norbye,NOR,MF,16,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER-Bundesliga,2023-24,RB Leipzig,Kevin Kampl,SVN,MF,32,1990,26,14,1363,15.1,1,0,1,1,0,0,3,0,0.2,0.2,1.8,2.0,28,88,27,0.07,0.0,0.07,0.07,0.07,0.01,0.12,0.13,0.01,0.13
GER-Bundesliga,2023-24,RB Leipzig,Loïs Openda,BEL,FW,23,2000,34,33,2697,30.0,24,7,31,22,2,3,4,0,22.1,19.7,5.8,25.5,77,45,226,0.8,0.23,1.03,0.73,0.97,0.74,0.19,0.93,0.66,0.85
GER-Bundesliga,2023-24,RB Leipzig,Lukas Klostermann,GER,DF,27,1996,25,16,1436,16.0,1,0,1,1,0,0,3,0,0.7,0.7,0.4,1.1,14,90,13,0.06,0.0,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07
GER-Bundesliga,2023-24,RB Leipzig,Mohamed Simakan,FRA,DF,23,2000,32,23,2138,23.8,2,3,5,2,0,0,8,0,3.9,3.9,3.3,7.2,34,106,76,0.08,0.13,0.21,0.08,0.21,0.16,0.14,0.3,0.16,0.3
GER-Bundesliga,2023-24,RB Leipzig,Nicolas Seiwald,AUT,MF,22,2001,21,6,718,8.0,0,2,2,0,0,0,1,0,0.0,0.0,0.3,0.3,3,33,4,0.0,0.25,0.25,0.0,0.25,0.0,0.04,0.04,0.0,0.04
GER-Bundesliga,2023-24,RB Leipzig,Nuha Jatta,GAM,FW,17,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
